account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
9958325718,ABBEY LIFE,1621352240037,GB80EKIY42589829524156,8394,109829263,ABECGB21,1dbb371d-f7db-4af8-933e-d99db858ad6c,1798
7524637365,ALKEN ASSET MANAGEMENT,1621352240037,GB30EJWG90982535175967,2234,260149086,BARBGB2LLEI,9224624f-84f8-4af9-8452-e04f70cce6d0,8215
5357042994,AAC CAPITAL PARTNERS LIMITED,1621352240037,GB24GLMR15961562658606,6730,610099964,BOFAGB4TCDO,157d42a2-cfdd-4622-898b-063e00d12ff4,1844
8948121032,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB84RQVY20056512921183,3895,219091509,AACCGB21,0c722458-091e-4fdd-85c8-f22b04582984,5335
8118020777,ABN AMRO HOARE GOVETT SECURITIES,1621352240037,GB61GTRY88510494201557,9954,626478485,BOFAGB3SSWI,51b0e531-2a16-4dbe-a83a-f044975cdb0b,6948
8823636588,ABC INTERNATIONAL BANK PLC,1621352240037,GB55HDLK58283287366377,428,240163697,BCYPGB2LCBB,200779b5-f4f5-4d4d-b5f6-644fb9bf86b1,4973
6050506207,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352240037,GB39UGDR69581172251588,7673,275672975,ASTPGB2LXXX,e03a7038-a249-418f-bdf3-a8c0b7c5f0d1,8986
4731273367,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB56MLFJ96254443120312,3911,121157094,UBKLGB2LXXX,c4a14b17-6867-4148-96fa-8c028ab4e3e4,4742
1336383508,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352240037,GB76ZBVL02186715722482,776,723991234,BOFAGB22XXX,78aa02d9-b676-4154-ac94-b76e9689a803,8386
5964486058,ABC INTERNATIONAL BANK PLC,1621352240037,GB56MZEG77591190181570,7506,070405606,BARBGB2LLEI,f1c7717e-5fdb-4c8a-8b7e-3bea3e8c7550,9614
3362153556,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352240037,GB92POCN70229619367004,4107,083556034,AANLGB2L,6acb62b0-729a-4db9-8390-54cdf1dc0678,6122
3090388471,AAC CAPITAL PARTNERS LIMITED,1621352240037,GB27GKTC41401043085184,1808,090721072,MORLGB2LSMK,9d091fb7-6b14-4525-a738-2760e96aafda,3153
6561816441,ABN AMRO HOARE GOVETT SECURITIES,1621352240037,GB25MVQL97815305772027,6903,102466487,BARBGB2LBIR,7175e844-7d8b-4fd3-94a7-49c6c089bbed,4372
5699330372,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621352240037,GB57JKFM77170614620152,2934,093018753,ABCCGB22,f4231d90-1f91-46af-898b-23dcef4bb24e,3605
7092973690,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB13IRKE76728277280109,2318,001737204,BKCHGB2UXXX,7e8a7a12-9963-41a7-8b61-5593706d3376,8459
8945679091,ALLIED BANK PHILIPPINES (UK) PLC,1621352240037,GB81PKMT26698367067611,7286,291215882,ABNAGB21VOC,7388da15-c78f-48ee-8f42-5edf5cbf1c7a,4637
1984194518,PGMS (GLASGOW) LIMITED,1621352240037,GB89KCRE50767898171038,2658,220728890,BOFAGB4TLFS,93e5a115-2ae3-4718-869a-37d58e3461d2,3978
3535897878,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB40CMLB13108264428762,8311,314395922,AAQIGB21,07c42668-b6ce-4dcb-95b0-0ca034d2c9fc,4331
1120710935,AAC CAPITAL PARTNERS LIMITED,1621352240037,GB86GTJP39463139814591,4896,226061506,AACCGB21,869a896a-c11e-49a4-871b-3db666bd8fb1,8894
9189917316,ALLIED BANK PHILIPPINES (UK) PLC,1621352240037,GB53QHGF60169456558024,5485,654051049,BSCHGB2LEQU,1604704b-0a43-4073-b6cd-aa1af8bb98bd,4021
1236427393,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352240037,GB36PQTC81318577216608,3400,288794921,BCYPGB2LCBB,bc2ebe6d-0cf9-40e4-9123-e0fb43b45698,7225
9596527292,ABN AMRO MEZZANINE (UK) LIMITED,1621352240037,GB50AQZU07635216430739,3373,644274852,BARBGB2LKIL,0b894303-edaf-43cc-bb01-5c9f33b69e97,4461
6152934262,ABG SUNDAL COLLIER LIMITED,1621352240037,GB11NBPI02437444336327,3191,645185843,BOFAGB22SEC,887b2595-34dd-4a0b-a9e0-23affc28748a,3301
5602745365,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB09XZYA72197343498763,2092,288316888,BARBGB2LHAR,d6bcc121-c1d6-466a-81c3-62ef64418f4a,8916
1830396059,ABINGWORTH MANAGEMENT LIMITED,1621352240037,GB86XRCT79476110884356,4371,274536708,BCYPGB2LMBB,a437ea4c-62bf-4940-bf2f-1e2c9f8749ed,2525
2033178796,ABN AMRO HOARE GOVETT LIMITED,1621352240037,GB85KSVP94828639698284,4252,221597622,ASTPGB2LXXX,1f54bcda-66c2-45aa-9cfb-b6c92647fd2a,2096
8304252155,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352240037,GB05BQXU50156833528987,4205,245613870,AIBKGB2XTSY,6efa315c-a211-452b-bac4-ad7582a51a89,2087
9552145261,ABU DHABI ISLAMIC BANK,1621352240037,GB03FHKD83535806841606,6631,236014255,ABDIGB21,fd500377-de84-4ada-9315-7659af2fb260,7936
8782992190,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352240037,GB26JNIH53094273516822,2776,675320513,BARBGB2LWEM,a2ae80a2-3537-4f0f-a346-ee43c86962ff,4928
8589403684,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB47RKNX90358349793479,1348,715446302,BCYPGB2LHGB,0d749862-d02d-4c05-a7da-934e561da160,9369
1455616815,SANTANDER UK PLC,1621352240037,GB80USBO09997365779432,4054,266231105,AAPUGB21,938a4060-7557-421b-87e6-bfead3575945,9095
9506825521,AAC CAPITAL PARTNERS LIMITED,1621352240037,GB35XDDA79703456033198,2762,058720222,AANLGB21,5bc124e2-e280-44ee-9f70-db023e3b5ca1,1326
6593461295,ABN AMRO CORPORATE FINANCE LIMITED,1621352240037,GB61XLSF52442572268969,2916,678240865,ABECGB21,6df420a4-6386-4c17-b62b-52a60f213fcd,8824
3833873707,ABINGWORTH MANAGEMENT LIMITED,1621352240037,GB94XOZS13514720687642,4879,685077652,BOFAGB22OF2,fa6eeda3-b9b2-475e-a83a-67737f30f0b4,9424
8314577314,ABG SUNDAL COLLIER LIMITED,1621352240037,GB81WPVK39477972354311,3851,264472681,AAFMGB21,bdbb1aee-3b2b-40be-a643-e646559f33d7,8437
7011486487,OTKRITIE SECURITIES LIMITED,1621352240037,GB85BZBH22620500886388,1752,309355236,ALEIGB22TSY,6e5c2abc-97a8-464f-8694-5eca4890d4f7,9858
9151471086,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB00NFOI41945676171453,3277,089306767,BARBGB2LMAN,2d6368ef-d0a3-47fb-8def-9c1e017e3e27,2051
0796768022,ALKEN ASSET MANAGEMENT,1621352240037,GB42XLUU85369551163770,4410,029004236,ABNAGB21VOC,7065bda7-867f-42e7-a057-5dad389d12fd,2476
4744592866,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621352240037,GB55YRUA89288485368533,7109,283532667,ASTPGB2LXXX,26750acf-ff59-4259-bb07-fcb76a157d12,7811
5183587832,ALLIED BANK PHILIPPINES (UK) PLC,1621352240037,GB45DWUA15581792870902,216,061103865,ABECGB21,d875a676-808f-40f2-ac53-39a63fb326d7,4394
0083675089,SANTANDER UK PLC,1621352240037,GB40RDQQ56287081201065,1694,104422173,BCYPGB2LCSB,84fdce62-a153-402f-97de-22072774c0eb,2552
4964089789,ABN AMRO HOARE GOVETT LIMITED,1621352240037,GB59KYGX05812415306440,7,117375848,UBKLGB2LBAK,0297c77e-7671-4d84-9373-d72ae57c6a7b,6292
5786607538,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB09ZPDY69309785721110,7034,690384314,ANTSGB2LXXX,54811bb9-e24b-474d-b96b-2e7499fb907d,6445
3738006865,ALKEN ASSET MANAGEMENT,1621352240037,GB58MPHX71197352720279,7052,233256715,BOFAGB4TCDO,ef5f108c-68bd-4e04-875a-6c9e6db6d08a,6325
1129173880,PGMS (GLASGOW) LIMITED,1621352240037,GB94UNIE70586064088829,1465,250753783,BARBGB2LKIL,9eeee304-c5bf-405a-8ee4-5ae0c0e7a4ab,8964
0391770369,ABU DHABI ISLAMIC BANK,1621352240037,GB19HXIZ81224969007578,8765,244807182,BCYPGB2LHHB,b93e84bf-65f2-4c10-b1dd-c99bfa55ebdf,7807
5003701253,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB23HZAX59843405101764,8534,268492502,ABAZGB21,4fd81958-1889-4906-aeb4-e9c65bceb25a,621
4382111025,PGMS (GLASGOW) LIMITED,1621352240037,GB14AXLX09670200605021,7299,269670705,AACNGB21,3015acb6-42e3-479e-921a-ddd81b01aac1,5530
1322021765,SANTANDER UK PLC,1621352240037,GB13TTYO41402850027161,8559,317093315,BARBGB2LKEN,388dac22-5cea-46c8-bb8c-83bc8b7dc110,2799
9546485476,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB29ALQO25420308765873,1327,065978106,BARBGB2LTOO,5cc58468-c7ec-43a4-ba14-87ceea4242e0,7924
0201791272,ABINGWORTH MANAGEMENT LIMITED,1621352240037,GB51BTWM41810737631016,5274,261333817,UBKLGB2LBAK,47e6e11e-e6d6-452f-bdf6-d4923f1159df,9946
0548795277,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621352240037,GB90IQJM60163134717578,7705,059675596,AAHVGB21,11869da2-12ed-4654-842d-2da1a7cf1c1d,8447
2333857150,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB26HWKB61905715118426,2920,053531872,ABCCGB22,b580cd0a-5282-4502-b768-e6f13206eade,9166
5643117817,SANTANDER UK PLC,1621352240037,GB13HKRA24788487292642,4805,210962242,ABCMGB21,d8b650c6-6ff2-4eb7-a92b-f072f6e896b2,9332
6516951164,SANTANDER UK PLC,1621352240037,GB40GPAL82219483471478,8275,637097554,UBKLGB2LXXX,50b23c7c-9852-4a48-ae9e-812ecbb88279,1798
4593396983,ABBEY LIFE,1621352240037,GB84QHII42769726983674,8863,269659483,MORLGB2LSMK,5daa8eb0-803f-48c1-8c9c-5adcb752df23,6177
7322075533,ABG SUNDAL COLLIER LIMITED,1621352240037,GB41WRZP54848011255082,3090,079404967,BCYPGB2LXXX,11d2bf53-d6ca-4c23-9a3c-4aaa346b2b0d,9129
4321893912,ABBEY LIFE,1621352240037,GB71TLWN35895731574805,962,663164464,ASTPGB2LXXX,e695071f-4eff-4833-9e73-bf1dfaa7cd09,7678
5568620679,ABN AMRO CORPORATE FINANCE LIMITED,1621352240037,GB57JYLY43412749330014,3340,287801750,AIBKGB2XTSY,7b3bd947-c285-4220-ba3f-a3e4d0731f8f,329
2618725565,ALLIED BANK PHILIPPINES (UK) PLC,1621352240037,GB57PUPP50429111344616,3082,067909694,BRBAGB2LXXX,6e1a488c-6aeb-4a14-84ed-5a6f8cd3bbcd,3257
5489145238,ABG SUNDAL COLLIER LIMITED,1621352240037,GB63QCWB17305296009947,7668,012989355,BCYPGB2LPGB,864db730-7fed-4a3f-972f-2a6e8046615f,1572
2479704744,ALKEN ASSET MANAGEMENT,1621352240037,GB47AIJX76529417521640,983,234610897,BCYPGB2LCSB,074eb832-aea0-49c2-88fb-514f40620ebf,3675
9780191628,ABN AMRO CORPORATE FINANCE LIMITED,1621352240037,GB60JAYL11507662496337,3925,288453071,ABCCGB22,4de695a3-3f81-4eb9-8dfb-06d83a53985e,3286
8019132441,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621352240037,GB41XDZG91473790990880,3861,240353559,ALEIGB22TSY,66a0ae96-58bb-4cad-881e-a0d6dcc63668,4065
6254650764,PGMS (GLASGOW) LIMITED,1621352240037,GB05GQZZ74936692252120,388,807989395,ALEIGB22TSY,f756455f-77b7-4648-b7e0-455ab168dfb7,356
9182916896,ABC INTERNATIONAL BANK PLC,1621352240037,GB79WQVQ37094394196913,85,698659821,BCYPGB2LHGB,85de3fa0-74d9-4433-8383-aa5c261aed0f,8965
0001145135,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB39AXIH87685130973043,7695,116999571,AKBKGB22XXX,f473e990-43dd-4a96-bf82-94fe24689faa,5084
6968856437,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB08FPBM17313807420832,1398,651368625,AAHVGB21,6c2fcc23-370d-4b0a-afe8-c3ac3fbd9884,9220
6199625585,ABC INTERNATIONAL BANK PLC,1621352240037,GB83DGLA47233915024347,9315,706800973,BARBGB2LLEI,edf3a871-3dcf-4525-8757-1582d0cf8f9e,4286
8644025691,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621352240037,GB40XQJN29772731920384,1744,010127342,AAHOGB21,1e677ba6-3fb3-43ce-9694-b1b2408a2480,3095
8164525252,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB53KGYJ14755625684222,4856,011091118,AIBKGB2XTSY,ac7e9c46-eb70-4e85-b4a4-c530fd2e47fb,2432
8349400440,ABN AMRO HOARE GOVETT LIMITED,1621352240037,GB19AEGC47575667767292,4296,651582391,ABMNGB21,9e54ea39-738a-4f98-ab7e-af193196b1e0,8887
2744956035,ABN AMRO MEZZANINE (UK) LIMITED,1621352240037,GB85UEWZ71628464932819,8709,212525182,BOFAGB22OF2,3fa9904b-50b7-471d-81ec-7e859f56a7a5,8701
2731021639,ABU DHABI ISLAMIC BANK,1621352240037,GB19LOLN97948361945966,1496,244925857,BCYPGB2LCBB,a7771320-e2a8-46aa-8462-5341936e8f64,3757
0790206677,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB32SWXC74351865288708,2964,071034885,BARBGB2LKIL,e02cbf7a-930a-4c47-96c0-45d6ccfa22a1,121
4429309839,ABC INTERNATIONAL BANK PLC,1621352240037,GB50ZEFC52863771570052,9716,720464858,BOFAGB22SCP,e24e0596-0a34-4af6-9133-81aaa6d13f7d,1023
7474971780,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621352240037,GB19LHBS97956650854673,7503,697860213,MORLGB2LSMK,c43c68d6-af79-4d18-b533-f848b49354c1,5571
7610158930,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621352240037,GB39SQBA63327799177528,5733,673053413,BCYPGB2LPGB,3b1a335f-f986-4919-9c47-370d9c5242fd,9678
4524190860,ABN AMRO FUND MANAGERS LIMITED,1621352240037,GB59MNRK62741676735327,2398,248689979,BARBGB2LKEN,fb024dd7-5ee0-402a-9176-ba8b65783c52,5121
6032478983,SANTANDER UK PLC,1621352240037,GB75CACU78249923269830,1007,068123903,MORLGB2LSMK,c3b821b4-6c0e-4ed9-89e5-8b16cc0d0132,9781
2366146125,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621352240037,GB48NICM52311206556078,1500,224844592,BOFAGB22CLS,7bc5624f-fbd6-4ce0-aa09-25b1bfdbc6fc,4206
4795756989,ABN AMRO HOARE GOVETT SECURITIES,1621352240037,GB33DUCB40485909278932,4152,672780392,BCYPGB2LPGB,65182008-4607-41e2-aa57-0f458bb01ee3,6313
