account_number,bank_name,dt_current_timestamp,iban,id,routing_number,swift_bic,uid,user_id
0147641456,ALLIED BANK PHILIPPINES (UK) PLC,1621423988624,GB60TDPN00288230284495,2450,708026179,AIBKGB2XTSY,2b04dd92-2e1f-4562-803a-ece60aee3943,5191
0541034425,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB80SRUI32221553380022,8423,276787306,BKCHGB2UXXX,24572b43-e3f3-4cff-869b-85be12ece725,1609
9175391634,ABBEY LIFE,1621423988624,GB03OJUX17994396531529,7719,726317190,ABMNGB21,bad41761-30ed-42cf-a8ab-b42cf6c9a338,8813
4568521536,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB52RNDN92415866586118,2266,325989398,UBKLGB2LBAK,3f18cfbe-d398-4d1a-8e9d-772d0e825768,1714
2625352730,ABINGWORTH MANAGEMENT LIMITED,1621423988624,GB82NWFL58041411804879,5439,226246473,ABDIGB21,54acd155-82a1-4997-9eb1-747586f33f0a,3
2533643662,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB90DMRF90650101242488,766,090760062,BSABGB2LXXX,3ab733f7-a518-4ccf-b1ed-89b3f0112fd0,1248
3205008716,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB40ZDLJ76340201503871,1894,270009284,AAHOGB21,c75db772-8c56-4e25-b9ce-e4b104059ca4,986
8939772628,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB58JLFG90411986320272,6643,107883968,BARBGB2LHAR,dfd88581-f042-432f-9fb8-8e861d41bee4,3581
8281444044,AAC CAPITAL PARTNERS LIMITED,1621423988624,GB92KAFL58568541391046,8589,639018117,BCYPGB2LBBB,525d1f9e-8a70-44aa-9016-7e007e31c499,9139
9386112580,ABC INTERNATIONAL BANK PLC,1621423988624,GB53RTZU08627509467660,4167,657495699,BCYPGB2LPGB,3c2611eb-28fc-4cde-84c8-5472009ea1a2,4658
0633136504,ABC INTERNATIONAL BANK PLC,1621423988624,GB32HQQV72672952171937,2410,059597674,AAHVGB21,57a2af26-c6b7-4bc6-9a6a-b0f64fe9e0b4,4669
1389917795,ALKEN ASSET MANAGEMENT,1621423988624,GB87EUMZ27092298700033,50,088521129,BCEYGB2LXXX,ad5ea5f1-2ee7-4fcc-b6a5-c613387aed4e,5517
7170716367,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB34YJDJ01517589888776,6752,101055080,ABCCGB22,bbe7e04e-c0af-4401-af5b-9f43d4f96ccc,4057
5558995322,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621423988624,GB65DYWS65742393850163,7765,093981123,BOFAGB4TIPA,c0a94385-23c7-4259-a513-b80873f0c0c0,6443
1213835378,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621423988624,GB03UGSX79555123333496,2916,267335042,AACCGB21,3c046084-a40c-4a66-95de-21df5f9fb289,3040
2362245815,ABN AMRO CORPORATE FINANCE LIMITED,1621423988624,GB59DWDO81604175073298,4182,664565075,ASTPGB2LXXX,82b222e2-ebb4-4ec3-9577-9814cd1caf35,8530
1588820078,ABC INTERNATIONAL BANK PLC,1621423988624,GB59GZYU99121627804532,9093,288639125,BOFAGB22OF2,cd5d06df-1ba4-4f02-8c4f-31165c452e98,6108
4430429410,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB23DIWK77658879797572,6951,285954353,ASTPGB2LXXX,fccaa7dd-188a-48a3-b9d9-d223709b6423,6226
9936723332,ALLIED BANK PHILIPPINES (UK) PLC,1621423988624,GB25JVAX17967801955243,2315,034799332,BCYPGB2LCSB,05c9f836-e64f-4d7a-b53a-cc5f4fab6292,4384
4937169585,ABINGWORTH MANAGEMENT LIMITED,1621423988624,GB54NUKS15548985021574,5488,231637297,BARBGB2LSOU,dbfa633a-e67f-4b05-a945-8c59f8bda695,4629
8026750410,ABU DHABI ISLAMIC BANK,1621423988624,GB92CDCZ92255912729232,233,297562157,AAFMGB21,8bff3eac-3a90-4b1b-836c-c1f23a515b5d,1379
7005615476,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621423988624,GB78UKAF61210969919325,6075,046061935,AAHOGB21,5f7227a8-1cfc-42e2-a695-22bc948b1bdd,2558
9940322093,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621423988624,GB14LVSE32146847762179,1487,674782084,BARBGB2LWEM,ca9b1cef-c36e-4ca4-8f9c-36db59b3fac3,3339
6538656567,ABU DHABI ISLAMIC BANK,1621423988624,GB17XIWM66942795467818,8225,258670978,BARBGB2LSOU,be05313a-d63b-4f0d-bfe6-06065773641d,4769
7375557350,ABBEY LIFE,1621423988624,GB49EIBV97437466503366,272,099084053,BOFAGB22CLS,4fb3f77b-089a-4684-9733-75a02198781b,518
4373761049,AAC CAPITAL PARTNERS LIMITED,1621423988624,GB63DJKK11707135047691,7704,312349336,AAPEGB21,307b8de0-aa5b-4cac-bdbc-33cd8e3b5957,8284
1093141516,ABBEY LIFE,1621423988624,GB43HCLC29871153348205,3164,327819929,BARBGB2LKEN,d4320d69-9aa5-4e36-9a77-8df224b44e1e,2290
4482890019,ABU DHABI ISLAMIC BANK,1621423988624,GB90LKEG85287846246758,9796,681556782,BOFAGB22OF2,b38b6944-580d-46d3-8e82-d0cea8f8ed94,8933
3427827547,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB28IMAV20837950704604,4806,267554182,ABCMGB21,f24197e6-184a-477f-8dd7-2906c48aeaa4,4067
8437792408,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB49HSAP78727254736907,546,685931950,BKCHGB2UXXX,d044b852-0e1f-4ea7-bb9e-378711159a00,8447
2371094574,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB95XVNN35607760631937,5142,097144267,UBKLGB2LBAK,c3642f43-495d-40ba-88d0-a770251baf8c,3044
6863783952,AAC CAPITAL PARTNERS LIMITED,1621423988624,GB15ZHUN15734491009428,1172,633899811,AACNGB21,e0aa4fe0-bed5-4157-bd4e-a6ae2002d5c7,7924
1550325349,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB85MJMG89745703369772,6510,121828064,BOFAGB4TLFS,e9ea9a5b-9094-4129-96b1-c1e4deffbd5c,6054
5343296717,ABC INTERNATIONAL BANK PLC,1621423988624,GB93GKJS20308578548835,2654,062105079,BCYPGB2LCBB,8b081a9d-4b74-47fe-b6bb-2114fc41a13f,5406
5479764410,ABN AMRO MEZZANINE (UK) LIMITED,1621423988624,GB43EREK97034540204859,2813,239551168,BOFAGB22OF2,28dbc825-1734-4b21-9e24-0c6c09d69b95,7837
9830229968,ABN AMRO CORPORATE FINANCE LIMITED,1621423988624,GB71ZDXK66053458363924,7776,657296296,BOFAGB22XXX,2d90db99-2e71-4834-b264-92c941fb745e,4570
6778136480,THE ROYAL BANK OF SCOTLAND PLC (FORMER RBS NV),1621423988624,GB61FDRL41078314738771,9879,700874112,ABCEGB2L,4571a5af-b9b9-4c76-a5a1-5f63f5d37890,913
3637095424,ALKEN ASSET MANAGEMENT,1621423988624,GB82MRWX24349602325148,8025,721855589,BCYPGB2LHHB,12219ecd-7cea-4d91-9c56-e44b0ebed4e7,9328
9275612268,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621423988624,GB10MUAP05964158830601,3637,656861415,BCYPGB2LHGB,bff7abf7-2f82-44a1-99aa-625b659d6792,8366
7946458558,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB89CTKA49086422654660,3010,626916387,BCYPGB2LXXX,327ae572-b6af-4c7a-8d79-35cc8daf4f26,9289
1684383589,OTKRITIE SECURITIES LIMITED,1621423988624,GB51WNYB58717198975298,9936,049663880,BARBGB2LSOU,cea78612-05b6-4ffa-9ba7-b8fd5085b91f,491
4475513313,SANTANDER UK PLC,1621423988624,GB74UGVP22800096032146,3095,074439102,BOFAGB4TLFS,935bf7aa-b922-494b-b877-a5bcdbd4e108,5071
7497974892,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB42VLFV58468675353526,9533,001240982,BOFAGB3SSWI,f0a27018-165e-4dfc-9ded-ff79cc575dee,4376
6499776281,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB77KVLF46639230587648,8943,225823842,AANLGB21,da35b5a8-0ba7-4e77-917a-234cdd05f146,1185
4096171300,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB77UEXC15259356353989,1874,052250112,AAHOGB21,1e380e59-9b59-4e0b-9768-2a138c04e5eb,9817
9605887744,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB57AUOQ43950246920873,5013,702857072,ABBEGB21,cf254c16-dfff-45ae-a8da-1d0813a69140,8510
5187997736,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB80ADOH75819043699827,8151,627315738,BCYPGB2LSSB,bdc958ac-970e-4134-968b-bd0b570fb4bc,8261
1837255299,AAC CAPITAL PARTNERS LIMITED,1621423988624,GB63KMHI93750537790493,4860,705695231,ABCMGB21,5260f286-0fee-4c8e-8534-7d4dee6ac10e,6521
4730720420,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB82LZLE71940077018975,5167,097347459,ALEIGB22TSY,90446f15-4a91-47e1-ace9-ea28c11aa9e9,7427
3438198236,SANTANDER UK PLC,1621423988624,GB91SAMF72103259479630,7420,662194781,BCYPGB2LBBB,2d7f2357-7bf9-4a31-b7cb-5691e98fad1c,6293
6643132174,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621423988624,GB33PWHW75218347319715,8283,633184940,BARBGB2LKEN,57d8b884-5e45-464f-b65a-f1d76f1fce35,1391
6993209723,ABU DHABI ISLAMIC BANK,1621423988624,GB81KLPI12614552364053,9984,079956169,BARBGB2LLEI,6adb992f-e503-44a0-9f51-1771410f25c2,4062
7096676275,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB10YXVA08353307060240,1447,107398424,BOFAGB4TLFS,a91b116a-732d-41fc-8565-eaf56ed35367,6743
4457774834,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621423988624,GB46XOQO49878954965214,2202,021952399,AAPUGB21,c9d1fc90-7676-4e0c-8470-6c4fe75d7f8e,890
0055481345,SANTANDER UK PLC,1621423988624,GB09HRIC52084717181605,1594,244659136,AAHOGB21,4b107044-e3a3-416f-879b-abf07fcd64d7,5407
5766617958,SANTANDER UK PLC,1621423988624,GB65PVYB28356568814602,7506,323426905,ANTSGB2LCHA,b3a9c064-38b6-4b43-9aad-99e9cefddacb,938
9196355171,ABBOTSTONE AGRICULTURAL PROPERTY UNIT TRUST,1621423988624,GB33UIXG87725648056255,7451,218867064,AAHVGB21,eb464c5d-e8ea-435d-a273-1613e17cf70c,2930
8308504478,SANTANDER UK PLC,1621423988624,GB61PUIZ85259356441385,694,626715999,UBKLGB2LXXX,355f4d61-939f-4b55-acd0-0cf9c71fa928,4406
8953049721,ABN AMRO MEZZANINE (UK) LIMITED,1621423988624,GB16BHFX84751719822483,7851,699166931,BARBGB2LKEN,34d37245-44ee-4ae4-ae74-7efe14bc843b,8459
0293181578,PGMS (GLASGOW) LIMITED,1621423988624,GB71VAFL98541729778380,1603,322168730,AAHOGB21,411c2f6d-4fdf-4ef7-88be-ba54c2224884,7745
7085031904,ALKEN ASSET MANAGEMENT,1621423988624,GB96UZDQ02094551282752,4490,121627647,BOFAGB22CLS,6be290de-7a63-4df4-83f1-d921cb260889,2264
8463884758,ABBEY LIFE,1621423988624,GB27NPNH31349502770088,7801,048440716,BCYPGB2LHGB,8bd4ca45-8e00-4775-a211-35cb75d6a4e3,9323
0127520038,SANTANDER UK PLC,1621423988624,GB27WZAJ76523917053798,8026,651777407,ABNAGB21VOC,60f6d1f2-dc4c-4295-ac36-58d573a8556c,2054
8950293104,ABN AMRO HOARE GOVETT SECURITIES,1621423988624,GB19ILTF69727224891869,1762,038662216,BCYPGB2LCBB,47cb3252-4913-49bf-955c-079200698f44,6410
3495403925,ABINGWORTH MANAGEMENT LIMITED,1621423988624,GB82IVSH04348421637651,2977,662269056,ABCEGB2L,b3b7add7-f8fb-4335-b7d0-4e9576012ab8,3540
4520321991,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB07IVNG72554091205444,2045,114301116,ABCEGB2L,55137d22-02d4-435d-9ccb-f8993225d069,7758
1886788139,ABN AMRO MEZZANINE (UK) LIMITED,1621423988624,GB53AJVT85486753109331,1493,033651442,BARBGB2LTOO,54a74bcf-8d71-4ddf-852f-ab941bf6d07b,835
8765389548,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB20WOFG28126313061835,7296,000917779,BCYPGB2LBBB,79ff279d-f5f0-496f-bd4a-0a2cc230b22e,9574
0375826616,ALKEN ASSET MANAGEMENT,1621423988624,GB71UUDQ88703959186903,1071,683725731,UBKLGB2LBAK,2d5aa3a4-c7a3-4ce0-9184-0031334950f9,2586
7872293447,UBS CLEARING AND EXECUTION SERVICES LIMITED,1621423988624,GB73ROPU55375825018396,6476,614389023,ASTPGB2LXXX,cbc9ca7d-c236-44d7-96a4-077bcac5248f,2455
7619713792,ABN AMRO FUND MANAGERS LIMITED,1621423988624,GB51BHNU46021661637663,9146,057794424,BOFAGB3SSWI,7405a38f-d405-47f1-8ff0-f12b374abe2e,2933
8126390859,ABN AMRO HOARE GOVETT LIMITED,1621423988624,GB16EBHR64300232973434,8004,669476004,ABCMGB21,ac08c753-2d27-47b1-a485-ca4264fd17e4,6493
1726199618,ABN AMRO QUOTED INVESTMENTS (UK) LIMITED,1621423988624,GB39AWCJ32841030866844,3129,693648866,MORLGB2LSMK,10a20724-1c95-4f80-a94a-9d09ea5cc512,3562
4632134003,ABG SUNDAL COLLIER LIMITED,1621423988624,GB55BPTH88569001222907,8002,082624394,BARBGB2LWEM,692be5ee-b8ab-4c29-aab8-beca2028b6f4,5463
5079296200,ALLIED BANK PHILIPPINES (UK) PLC,1621423988624,GB87SWUG91699173032182,253,262000822,AAPEGB21,29bab1a0-b9b1-4448-b20d-6e016adf9582,8849
4314415540,ABINGWORTH MANAGEMENT LIMITED,1621423988624,GB87DEPD69745230959307,9982,303840019,ABNAGB21VOC,803d0390-013f-4fcd-b891-68908a98946b,9635
1186365947,ABC INTERNATIONAL BANK PLC,1621423988624,GB91IXCG14315153554937,8760,101927817,ABNAGB21VOC,0fc026c7-7c81-4f35-9ce1-9d4cf9c69c3b,6579
1987313693,ABN AMRO HOARE GOVETT CORPORATE FINANCE LTD.,1621423988624,GB31ZJGD77909319014781,2683,092226083,ABDIGB21,ce61b347-4851-4eeb-8ff2-5efb7a31c921,9475
3027457269,OTKRITIE SECURITIES LIMITED,1621423988624,GB29ADZG18746422536620,1907,295780407,ANTSGB2LXXX,8d3d76b2-9a6f-4f97-8939-ebf34c42d0c5,8155
1371868985,ABU DHABI ISLAMIC BANK,1621423988624,GB77YEWJ32116385533060,2223,061933747,AAQIGB21,afbbadeb-4b67-432a-9bdf-113afa7e8d92,7873
0590112966,ALLIED BANK PHILIPPINES (UK) PLC,1621423988624,GB40WZKK18766038082126,8480,717800373,BARBGB2LHAR,7f7a2f7e-140e-41b2-96c9-7a1a76c26880,6345
